iso3st,year,region_t,incomegroup_t,cpi_t,exr_t,rgdp_t,gdppc_t,trade_t,credit_t,pop_t,gcon_t,agri_t,remit_t,fertilizer_t,arable_t,land_t,industry_t,service_t,manuf_t,USA_TRADE,USA_ARMS,USA_MILITARY,USA_FINANCIAL,USA_TRAVEL,GBR_TRADE,GBR_ARMS,GBR_MILITARY,GBR_FINANCIAL,GBR_TRAVEL,DEU_TRADE,DEU_ARMS,DEU_MILITARY,DEU_FINANCIAL,DEU_TRAVEL,FRA_TRADE,FRA_ARMS,FRA_MILITARY,FRA_FINANCIAL,FRA_TRAVEL,ITA_TRADE,ITA_ARMS,ITA_MILITARY,ITA_FINANCIAL,ITA_TRAVEL,CAN_TRADE,CAN_ARMS,CAN_MILITARY,CAN_FINANCIAL,CAN_TRAVEL,JPN_TRADE,JPN_ARMS,JPN_MILITARY,JPN_FINANCIAL,JPN_TRAVEL,EU_TRADE,EU_ARMS,EU_MILITARY,EU_FINANCIAL,EU_TRAVEL
ABW,1982,Latin America & Caribbean,High income,,,,,,,63116,,,,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,1983,Latin America & Caribbean,High income,,,,,,,63683,,,,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,1984,Latin America & Caribbean,High income,,,,,,,64174,,,,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,1985,Latin America & Caribbean,High income,4.032258,,,,,,64478,,,,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,1986,Latin America & Caribbean,High income,1.0739664,1.79,982616126.7,15221.851,,39.464325,64553,,,,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,1987,Latin America & Caribbean,High income,3.6430454,1.79,1140605386,17697.523,,39.441925,64450,,,,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,1988,Latin America & Caribbean,High income,3.1218686,1.79,1353312877,21036.387,,43.775654,64332,,,,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,1989,Latin America & Caribbean,High income,3.9916279,1.79,1517467571,23491.664,,43.356384,64596,,,,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,1990,Latin America & Caribbean,High income,5.8366876,1.79,1577580558,24007.496,,44.488823,65712,,,,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,1991,Latin America & Caribbean,High income,5.5555553,1.79,1703201274,25097.271,,44.225945,67864,,,0.29468289,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,1992,Latin America & Caribbean,High income,3.8733754,1.79,1803389602,25692.238,,43.282925,70192,,,0.27389276,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,1993,Latin America & Caribbean,High income,5.21556,1.79,1935175782,26743.723,,40.902164,72360,,,0.30943787,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,1994,Latin America & Caribbean,High income,6.3110795,1.79,2093935693,28027.516,,42.444889,74710,,,0.31390134,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,1995,Latin America & Caribbean,High income,3.3613911,1.79,2147271244,27868.543,171.36209,43.061844,77050,,,0.10152284,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,1996,Latin America & Caribbean,High income,3.2252879,1.79,2172733340,27358.543,175.34413,45.416115,79417,,,0.11740891,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,1997,Latin America & Caribbean,High income,2.999948,1.79,2325843142,28413.145,168.78191,43.233772,81858,,,0.12035011,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,1998,Latin America & Caribbean,High income,1.8694885,1.79,2372173576,28121.316,163.26736,41.87011,84355,,,0.09728279,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,1999,Latin America & Caribbean,High income,2.2803719,1.79,2401542077,27646.195,164.55902,44.620525,86867,,,0.03534371,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2000,Latin America & Caribbean,High income,4.0440211,1.79,2584457670,29005.934,145.09395,44.806114,89101,,,0.057858635,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2001,Latin America & Caribbean,High income,2.8836043,1.79,2692900552,29693.141,140.38292,46.588158,90691,,,0.070397645,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2002,Latin America & Caribbean,High income,3.3152468,1.79,2667108731,29059.486,133.20045,50.786873,91781,,,0.067767657,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2003,Latin America & Caribbean,High income,3.6563652,1.79,2697003796,29093.578,132.79585,55.011917,92701,,,0.013391637,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2004,Latin America & Caribbean,High income,2.5291295,1.79,2893373340,30931.936,132.43311,51.787117,93540,,,0.064667985,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2005,Latin America & Caribbean,High income,3.3977869,1.79,2882235963,30505.34,145.07576,54.066216,94483,,,0.03474253,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2006,Latin America & Caribbean,High income,3.6080244,1.79,2915061917,30490.365,141.05406,53.883034,95606,,,0.041952886,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2007,Latin America & Caribbean,High income,5.3925676,1.79,3005333289,31051.002,139.9541,51.72702,96787,,,0.19403297,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2008,Latin America & Caribbean,High income,8.955987,1.79,3060433997,31230.193,139.1236,50.658596,97996,,,0.23776774,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2009,Latin America & Caribbean,High income,-2.1354287,1.79,2702865574,27243.334,137.5629,55.896587,99212,,,0.35440823,1.355,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2010,Latin America & Caribbean,High income,2.0781407,1.79,2629007178,26200.727,135.47359,58.799839,100341,,,0.20264116,2.7449999,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2011,Latin America & Caribbean,High income,4.3162975,1.79,2717520017,26829.635,154.42609,56.247669,101288,,,0.20118594,,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2012,Latin America & Caribbean,High income,0.62747198,1.79,2689383486,26337.586,156.65456,58.688698,102112,,,0.18585773,78.184998,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2013,Latin America & Caribbean,High income,-2.3720653,1.79,2862305920,27821.791,161.88818,59.161869,102880,,,0.23233528,1.16,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2014,Latin America & Caribbean,High income,0.42144093,1.79,2861719742,27624.377,162.8703,60.23597,103594,,,0.26746854,3.95,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2015,Latin America & Caribbean,High income,0.4747636,1.79,2963128492,28421.387,145.83333,56.622643,104257,689042458.1,370949.7207,0.2728101,3.1849999,11.111111,180,369439664.8,2344816760,106228491.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2016,Latin America & Caribbean,High income,-0.93119597,1.79,3025849510,28852.236,142.23929,57.218834,104874,,,1.7656206,2.71,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2017,Latin America & Caribbean,High income,-1.0282818,1.79,3191737811,30270.941,143.8121,57.251148,105439,,,1.8155594,2.4849999,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2018,Latin America & Caribbean,High income,3.6260414,1.79,3359554779,31705.279,148.42987,57.257572,105962,,,1.1269286,1.375,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2019,Latin America & Caribbean,High income,4.257462,1.79,3380888935,31762.734,145.01077,59.253689,106442,,,1.0090135,1.345,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2020,Latin America & Caribbean,High income,,1.79,2752412118,25823.635,116.5728,77.74485,106585,,,1.3403647,0.69999999,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ABW,2021,Latin America & Caribbean,High income,,1.79,3225070323,30271.834,137.16434,,106537,,,1.1466863,3.855,11.111111,180,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1960,South Asia,Low income,,17.19656,,,11.157026,9.272727,8622466,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1961,South Asia,Low income,,17.19656,,,12.55061,8.7530365,8790140,,,,0.14379086,11.728992,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1962,South Asia,Low income,,17.19656,,,14.227644,7.1544714,8969047,,,,0.14285715,11.805652,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1963,South Asia,Low income,,35.109646,,,26.035511,5.0680466,9157465,,,,0.14193548,11.882312,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1964,South Asia,Low income,,38.692261,,,26.944448,5.186111,9355514,,,,0.14102565,11.958972,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1965,South Asia,Low income,,38.692261,,,32.671082,4.9713025,9565147,,,,0.14102565,11.958972,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1966,South Asia,Low income,,38.692261,,,27.142857,3.8015873,9783147,,,,0.19144863,12.012633,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1967,South Asia,Low income,,38.692261,,,20.982735,3.2523239,10010030,,,,1.2748598,12.026432,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1968,South Asia,Low income,,38.692261,,,24.110033,4.0265369,10247780,,,,1.9122896,12.026432,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1969,South Asia,Low income,,38.692261,,,25.078865,4.8716087,10494489,,,,2.1628499,12.050963,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1970,South Asia,Low income,,38.692261,,,21.728109,4.5531192,10752971,,,,2.4650571,12.066296,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1971,South Asia,Low income,,38.692261,,,27.063137,3.8331356,11015857,,,,2.5949366,12.112291,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1972,South Asia,Low income,,38.692261,,,32.86908,5.5455437,11286753,,,,3.6801517,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1973,South Asia,Low income,,38.692261,,,27.692308,5.4876924,11575305,,,,3.1099873,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1974,South Asia,Low income,,38.378708,,,28.86598,5.3760824,11869879,,,,4.2857141,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1975,South Asia,Low income,,34.92963,,,26.948359,4.7102346,12157386,,,,4.5997472,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1976,South Asia,Low income,,34.92963,,,28.086956,5.4287825,12425267,,,,5.5924149,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1977,South Asia,Low income,,34.92963,,,26.48608,4.1336341,12687301,,,,6.8553729,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1978,South Asia,Low income,,34.92963,,,24.713804,4.5591917,12938862,,,,6.784956,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1979,South Asia,Low income,,33.846165,,,,6.0578589,12986369,,,,6.2881165,12.127624,652230,,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1980,South Asia,Low income,,34.369457,,,,5.9795146,12486631,,,,6.4634638,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1981,South Asia,Low income,,38.561657,,,,5.8379788,11155195,,,,5.7788873,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1982,South Asia,Low income,,39.276428,,,,,10088289,,,,6.6729455,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1983,South Asia,Low income,,39.276428,,,,,9951449,,,,7.1529708,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1984,South Asia,Low income,,39.276428,,,,,10243686,,,,9.1782551,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1985,South Asia,Low income,,39.276428,,,,,10512221,,,,9.22402,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1986,South Asia,Low income,,39.276428,,,,,10448442,,,,8.5056887,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1987,South Asia,Low income,,39.276428,,,,,10322758,,,,9.9898863,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1988,South Asia,Low income,,39.276428,,,,,10383460,,,,7.0455122,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1989,South Asia,Low income,,39.276428,,,,,10673168,,,,7.0290771,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AFG,1990,South Asia,Low income,,39.276428,,,,,10694796,,,,5.6257901,12.127624,652230,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
