country,year,s_Australia,s_Canada,s_EU,s_India,s_Japan,s_Russia,s_Switzerland,s_United Kingdom,s_United States,descr_trade,sanction
Cuba,1992,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,1993,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,1994,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,1995,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,1996,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,1997,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,1998,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,1999,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2000,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2001,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2002,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2003,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2004,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2005,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2006,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2007,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2008,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2009,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2010,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2011,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2012,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2013,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2014,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2015,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2016,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2017,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2018,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2019,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2020,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2021,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Cuba,2022,0,0,0,0,0,0,0,0,1,"exp_compl, imp_compl",1
Democratic Republic of the,1950,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1951,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1952,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1953,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1954,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1955,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1956,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1957,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1958,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1959,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1960,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1961,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1962,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1963,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1964,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1965,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1966,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1967,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1968,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1969,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1970,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1971,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1972,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1973,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1974,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1975,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1976,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1977,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1978,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1979,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1980,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1981,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1982,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1983,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1984,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1985,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1986,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1987,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1988,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1989,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1990,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1991,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1992,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1993,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1994,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1995,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1996,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1997,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1998,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,1999,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,2000,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,2001,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,2002,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,2003,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,2004,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,2005,0,0,0,0,0,0,0,0,0,,0
Democratic Republic of the,2006,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Democratic Republic of the,2007,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Democratic Republic of the,2008,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Democratic Republic of the,2009,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Democratic Republic of the,2010,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Democratic Republic of the,2011,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Democratic Republic of the,2012,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Democratic Republic of the,2013,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Democratic Republic of the,2014,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Democratic Republic of the,2015,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Democratic Republic of the,2016,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Democratic Republic of the,2017,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Democratic Republic of the,2018,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Democratic Republic of the,2019,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Democratic Republic of the,2020,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Democratic Republic of the,2021,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Democratic Republic of the,2022,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Dominican Republic,1950,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1951,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1952,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1953,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1954,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1955,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1956,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1957,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1958,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1959,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1960,0,0,0,0,0,0,0,0,1,imp_part,1
Dominican Republic,1961,0,0,0,0,0,0,0,0,1,imp_part,1
Dominican Republic,1962,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1963,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1964,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1965,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1966,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1967,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1968,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1969,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1970,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1971,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1972,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1973,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1974,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1975,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1976,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1977,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1978,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1979,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1980,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1981,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1982,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1983,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1984,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1985,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1986,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1987,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1988,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1989,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1990,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1991,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1992,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1993,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1994,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1995,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1996,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1997,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1998,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,1999,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,2000,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,2001,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,2002,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,2003,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,2004,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,2005,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,2006,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,2007,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,2008,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,2009,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,2010,0,0,0,0,0,0,0,0,0,,0
Dominican Republic,2011,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Dominican Republic,2012,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Dominican Republic,2013,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Dominican Republic,2014,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Dominican Republic,2015,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Dominican Republic,2016,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Dominican Republic,2017,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Dominican Republic,2018,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Dominican Republic,2019,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Dominican Republic,2020,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Dominican Republic,2021,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
Dominican Republic,2022,0,0,0,0,0,0,0,0,1,"exp_part, imp_part",1
EEC,1950,0,0,0,0,0,0,0,0,0,,0
EEC,1951,0,0,0,0,0,0,0,0,0,,0
EEC,1952,0,0,0,0,0,0,0,0,0,,0
EEC,1953,0,0,0,0,0,0,0,0,0,,0
EEC,1954,0,0,0,0,0,0,0,0,0,,0
EEC,1955,0,0,0,0,0,0,0,0,0,,0
EEC,1956,0,0,0,0,0,0,0,0,0,,0
EEC,1957,0,0,0,0,0,0,0,0,0,,0
EEC,1958,0,0,0,0,0,0,0,0,0,,0
EEC,1959,0,0,0,0,0,0,0,0,0,,0
EEC,1960,0,0,0,0,0,0,0,0,0,,0
EEC,1961,0,0,0,0,0,0,0,0,0,,0
EEC,1962,0,0,0,0,0,0,0,0,0,,0
EEC,1963,0,0,0,0,0,0,0,0,0,,0
EEC,1964,0,0,0,0,0,0,0,0,0,,0
EEC,1965,0,0,0,0,0,0,0,0,0,,0
EEC,1966,0,0,0,0,0,0,0,0,0,,0
EEC,1967,0,0,0,0,0,0,0,0,0,,0
EEC,1968,0,0,0,0,0,0,0,0,0,,0
EEC,1969,0,0,0,0,0,0,0,0,0,,0
EEC,1970,0,0,0,0,0,0,0,0,0,,0
EEC,1971,0,0,0,0,0,0,0,0,0,,0
EEC,1972,0,0,0,0,0,0,0,0,0,,0
EEC,1973,0,0,0,0,0,0,0,0,0,,0
EEC,1974,0,0,0,0,0,0,0,0,0,,0
EEC,1975,0,0,0,0,0,0,0,0,0,,0
EEC,1976,0,0,0,0,0,0,0,0,0,,0
EEC,1977,0,1,0,0,0,0,0,0,0,exp_part,1
EEC,1978,0,1,0,0,0,0,0,0,0,exp_part,1
EEC,1979,0,0,0,0,0,0,0,0,0,,0
EEC,1980,0,0,0,0,0,0,0,0,0,,0
EEC,1981,0,0,0,0,0,0,0,0,0,,0
EEC,1982,0,0,0,0,0,0,0,0,0,,0
EEC,1983,0,0,0,0,0,0,0,0,0,,0
EEC,1984,0,0,0,0,0,0,0,0,0,,0
EEC,1985,0,0,0,0,0,0,0,0,0,,0
EEC,1986,0,0,0,0,0,0,0,0,0,,0
EEC,1987,0,0,0,0,0,0,0,0,0,,0
EEC,1988,0,0,0,0,0,0,0,0,0,,0
EEC,1989,0,0,0,0,0,0,0,0,0,,0
EEC,1990,0,0,0,0,0,0,0,0,0,,0
EEC,1991,0,0,0,0,0,0,0,0,0,,0
EEC,1992,0,0,0,0,0,0,0,0,0,,0
EEC,1993,0,0,0,0,0,0,0,0,0,,0
EEC,1994,0,0,0,0,0,0,0,0,0,,0
EEC,1995,0,0,0,0,0,0,0,0,0,,0
EEC,1996,0,0,0,0,0,0,0,0,0,,0
EEC,1997,0,0,0,0,0,0,0,0,0,,0
EEC,1998,0,0,0,0,0,0,0,0,0,,0
EEC,1999,0,0,0,0,0,0,0,0,0,,0
EEC,2000,0,0,0,0,0,0,0,0,0,,0
EEC,2001,0,0,0,0,0,0,0,0,0,,0
EEC,2002,0,0,0,0,0,0,0,0,0,,0
EEC,2003,0,0,0,0,0,0,0,0,0,,0
EEC,2004,0,0,0,0,0,0,0,0,0,,0
EEC,2005,0,0,0,0,0,0,0,0,0,,0
EEC,2006,0,0,0,0,0,0,0,0,0,,0
EEC,2007,0,0,0,0,0,0,0,0,0,,0
EEC,2008,0,0,0,0,0,0,0,0,0,,0
EEC,2009,0,0,0,0,0,0,0,0,0,,0
EEC,2010,0,0,0,0,0,0,0,0,0,,0
EEC,2011,0,0,0,0,0,0,0,0,0,,0
EEC,2012,0,0,0,0,0,0,0,0,0,,0
EEC,2013,0,0,0,0,0,0,0,0,0,,0
EEC,2014,0,0,0,0,0,0,0,0,0,,0
EEC,2015,0,0,0,0,0,0,0,0,0,,0
EEC,2016,0,0,0,0,0,0,0,0,0,,0
EEC,2017,0,0,0,0,0,0,0,0,0,,0
EEC,2018,0,0,0,0,0,0,0,0,0,,0
EEC,2019,0,0,0,0,0,0,0,0,0,,0
EEC,2020,0,0,0,0,0,0,0,0,0,,0
EEC,2021,0,0,0,0,0,0,0,0,0,,0
EEC,2022,0,0,0,0,0,0,0,0,0,,0
EEU,1950,0,0,0,0,0,0,0,0,0,,0
EEU,1951,0,0,0,0,0,0,0,0,0,,0
EEU,1952,0,0,0,0,0,0,0,0,0,,0
EEU,1953,0,0,0,0,0,0,0,0,0,,0
EEU,1954,0,0,0,0,0,0,0,0,0,,0
EEU,1955,0,0,0,0,0,0,0,0,0,,0
EEU,1956,0,0,0,0,0,0,0,0,0,,0
EEU,1957,0,0,0,0,0,0,0,0,0,,0
EEU,1958,0,0,0,0,0,0,0,0,0,,0
EEU,1959,0,0,0,0,0,0,0,0,0,,0
EEU,1960,0,0,0,0,0,0,0,0,0,,0
EEU,1961,0,0,0,0,0,0,0,0,0,,0
EEU,1962,0,0,0,0,0,0,0,0,0,,0
EEU,1963,0,0,0,0,0,0,0,0,0,,0
EEU,1964,0,0,0,0,0,0,0,0,0,,0
EEU,1965,0,0,0,0,0,0,0,0,0,,0
EEU,1966,0,0,0,0,0,0,0,0,0,,0
EEU,1967,0,0,0,0,0,0,0,0,0,,0
EEU,1968,0,0,0,0,0,0,0,0,0,,0
EEU,1969,0,0,0,0,0,0,0,0,0,,0
EEU,1970,0,0,0,0,0,0,0,0,0,,0
EEU,1971,0,0,0,0,0,0,0,0,0,,0
EEU,1972,0,0,0,0,0,0,0,0,0,,0
EEU,1973,0,0,0,0,0,0,0,0,0,,0
EEU,1974,0,0,0,0,0,0,0,0,0,,0
EEU,1975,0,0,0,0,0,0,0,0,0,,0
EEU,1976,0,0,0,0,0,0,0,0,0,,0
EEU,1977,0,0,0,0,0,0,0,0,0,,0
EEU,1978,0,0,0,0,0,0,0,0,0,,0
EEU,1979,0,0,0,0,0,0,0,0,0,,0
EEU,1980,0,0,0,0,0,0,0,0,0,,0
EEU,1981,0,0,0,0,0,0,0,0,0,,0
EEU,1982,0,0,0,0,0,0,0,0,0,,0
EEU,1983,0,0,0,0,0,0,0,0,0,,0
EEU,1984,0,0,0,0,0,0,0,0,0,,0
EEU,1985,0,0,0,0,0,0,0,0,0,,0
EEU,1986,0,0,0,0,0,0,0,0,0,,0
EEU,1987,0,0,0,0,0,0,0,0,0,,0
EEU,1988,0,0,0,0,0,0,0,0,0,,0
EEU,1989,0,0,0,0,0,0,0,0,0,,0
EEU,1990,0,0,0,0,0,0,0,0,0,,0
EEU,1991,0,0,0,0,0,0,0,0,0,,0
EEU,1992,0,0,0,0,0,0,0,0,0,,0
EEU,1993,0,0,0,0,0,0,0,0,0,,0
EEU,1994,0,0,0,0,0,0,0,0,0,,0
EEU,1995,0,0,0,0,0,0,0,0,0,,0
EEU,1996,0,0,0,0,0,0,0,0,0,,0
EEU,1997,0,0,0,0,0,0,0,0,0,,0
EEU,1998,0,0,0,0,0,0,0,0,0,,0
EEU,1999,0,0,0,0,0,0,0,0,0,,0
EEU,2000,0,0,0,0,0,0,0,0,0,,0
EEU,2001,0,0,0,0,0,0,0,0,0,,0
EEU,2002,0,0,0,0,0,0,0,0,0,,0
EEU,2003,0,0,0,0,0,0,0,0,0,,0
EEU,2004,0,0,0,0,0,0,0,0,0,,0
EEU,2005,0,0,0,0,0,0,0,0,0,,0
EEU,2006,0,0,0,0,0,0,0,0,0,,0
EEU,2007,0,0,0,0,0,0,0,0,0,,0
EEU,2008,0,0,0,0,0,0,0,0,0,,0
EEU,2009,0,0,0,0,0,0,0,0,0,,0
EEU,2010,0,0,0,0,0,0,0,0,0,,0
EEU,2011,0,0,0,0,0,0,0,0,0,,0
EEU,2012,0,0,0,0,0,0,0,0,0,,0
EEU,2013,0,0,0,0,0,0,0,0,0,,0
EEU,2014,0,0,0,0,0,0,0,0,0,,0
EEU,2015,0,0,0,0,0,0,0,0,0,,0
EEU,2016,0,0,0,0,0,0,0,0,0,,0
EEU,2017,0,0,0,0,0,0,0,0,0,,0
EEU,2018,0,0,0,0,0,0,0,0,0,,0
EEU,2019,0,0,0,0,0,0,0,0,0,,0
EEU,2020,0,0,0,0,0,0,0,0,0,,0
EEU,2021,0,0,0,0,0,0,0,0,0,,0
EEU,2022,0,0,0,0,0,1,0,0,0,exp_part,1
EU,1950,0,0,0,0,0,0,0,0,0,,0
EU,1951,0,0,0,0,0,0,0,0,0,,0
EU,1952,0,0,0,0,0,0,0,0,0,,0
EU,1953,0,0,0,0,0,0,0,0,0,,0
EU,1954,0,0,0,0,0,0,0,0,0,,0
EU,1955,0,0,0,0,0,0,0,0,0,,0
EU,1956,0,0,0,0,0,0,0,0,0,,0
EU,1957,0,0,0,0,0,0,0,0,0,,0
EU,1958,0,0,0,0,0,0,0,0,0,,0
EU,1959,0,0,0,0,0,0,0,0,0,,0
EU,1960,0,0,0,0,0,0,0,0,0,,0
EU,1961,0,0,0,0,0,0,0,0,0,,0
EU,1962,0,0,0,0,0,0,0,0,0,,0
EU,1963,0,0,0,0,0,0,0,0,0,,0
EU,1964,0,0,0,0,0,0,0,0,0,,0
EU,1965,0,0,0,0,0,0,0,0,0,,0
EU,1966,0,0,0,0,0,0,0,0,0,,0
EU,1967,0,0,0,0,0,0,0,0,0,,0
EU,1968,0,0,0,0,0,0,0,0,0,,0
EU,1969,0,0,0,0,0,0,0,0,0,,0
EU,1970,0,0,0,0,0,0,0,0,0,,0
EU,1971,0,0,0,0,0,0,0,0,0,,0
EU,1972,0,0,0,0,0,0,0,0,0,,0
EU,1973,0,0,0,0,0,0,0,0,0,,0
EU,1974,0,0,0,0,0,0,0,0,0,,0
EU,1975,0,0,0,0,0,0,0,0,0,,0
EU,1976,0,0,0,0,0,0,0,0,0,,0
EU,1977,0,0,0,0,0,0,0,0,0,,0
EU,1978,0,0,0,0,0,0,0,0,0,,0
EU,1979,0,0,0,0,0,0,0,0,0,,0
EU,1980,0,0,0,0,0,0,0,0,0,,0
EU,1981,0,0,0,0,0,0,0,0,0,,0
EU,1982,0,0,0,0,0,0,0,0,0,,0
EU,1983,0,0,0,0,0,0,0,0,0,,0
EU,1984,0,0,0,0,0,0,0,0,0,,0
EU,1985,0,0,0,0,0,0,0,0,0,,0
EU,1986,0,0,0,0,0,0,0,0,0,,0
EU,1987,0,0,0,0,0,0,0,0,0,,0
EU,1988,0,0,0,0,0,0,0,0,0,,0
EU,1989,0,0,0,0,0,0,0,0,0,,0
EU,1990,0,0,0,0,0,0,0,0,0,,0
EU,1991,0,0,0,0,0,0,0,0,0,,0
EU,1992,0,0,0,0,0,0,0,0,0,,0
EU,1993,0,0,0,0,0,0,0,0,0,,0
EU,1994,0,0,0,0,0,0,0,0,0,,0
EU,1995,0,0,0,0,0,0,0,0,0,,0
EU,1996,0,1,0,0,0,0,0,0,0,imp_part,1
EU,1997,0,1,0,0,0,0,0,0,0,imp_part,1
EU,1998,0,1,0,0,0,0,0,0,0,imp_part,1
EU,1999,0,1,0,0,0,0,0,0,0,imp_part,1
EU,2000,0,1,0,0,0,0,0,0,0,imp_part,1
EU,2001,0,1,0,0,0,0,0,0,0,imp_part,1
EU,2002,0,1,0,0,0,0,0,0,0,imp_part,1
EU,2003,0,1,0,0,0,0,0,0,0,imp_part,1
EU,2004,0,1,0,0,0,0,0,0,0,imp_part,1
EU,2005,0,1,0,0,0,0,0,0,0,imp_part,1
EU,2006,0,1,0,0,0,0,0,0,0,imp_part,1
EU,2007,0,1,0,0,0,0,0,0,0,imp_part,1
EU,2008,0,1,0,0,0,0,0,0,0,imp_part,1
EU,2009,0,1,0,0,0,0,0,0,0,imp_part,1
EU,2010,0,1,0,0,0,0,0,0,0,imp_part,1
EU,2011,0,1,0,0,0,0,0,0,0,imp_part,1
EU,2012,0,1,0,0,0,0,0,0,0,imp_part,1
EU,2013,0,1,0,0,0,0,0,0,0,imp_part,1
EU,2014,0,1,0,0,0,1,0,0,0,imp_part,1
EU,2015,0,1,0,0,0,1,0,0,0,imp_part,1
EU,2016,0,0,0,0,0,1,0,0,0,imp_part,1
EU,2017,0,0,0,0,0,1,0,0,0,imp_part,1
EU,2018,0,0,0,0,0,1,0,0,0,imp_part,1
EU,2019,0,0,0,0,0,1,0,0,0,imp_part,1
EU,2020,0,0,0,0,0,1,0,0,0,imp_part,1
EU,2021,0,0,0,0,0,1,0,0,0,imp_part,1
EU,2022,0,0,0,0,0,1,0,0,0,"exp_part, imp_part; imp_part",1
Egypt,1950,0,0,0,0,0,0,0,0,0,,0
Egypt,1951,0,0,0,0,0,0,0,0,0,,0
Egypt,1952,0,0,0,0,0,0,0,0,0,,0
Egypt,1953,0,0,0,0,0,0,0,0,0,,0
Egypt,1954,0,0,0,0,0,0,0,0,0,,0
Egypt,1955,0,0,0,0,0,0,0,0,0,,0
Egypt,1956,0,0,0,0,0,0,0,0,0,,0
Egypt,1957,0,0,0,0,0,0,0,0,0,,0
Egypt,1958,0,0,0,0,0,0,0,0,0,,0
Egypt,1959,0,0,0,0,0,0,0,0,0,,0
Egypt,1960,0,0,0,0,0,0,0,0,0,,0
Egypt,1961,0,0,0,0,0,0,0,0,0,,0
Egypt,1962,0,0,0,0,0,0,0,0,0,,0
Egypt,1963,0,0,0,0,0,0,0,0,0,,0
Egypt,1964,0,0,0,0,0,0,0,0,0,,0
Egypt,1965,0,0,0,0,0,0,0,0,0,,0
Egypt,1966,0,0,0,0,0,0,0,0,0,,0
Egypt,1967,0,0,0,0,0,0,0,0,0,,0
Egypt,1968,0,0,0,0,0,0,0,0,0,,0
Egypt,1969,0,0,0,0,0,0,0,0,0,,0
Egypt,1970,0,0,0,0,0,0,0,0,0,,0
Egypt,1971,0,0,0,0,0,0,0,0,0,,0
Egypt,1972,0,0,0,0,0,0,0,0,0,,0
Egypt,1973,0,0,0,0,0,0,0,0,0,,0
Egypt,1974,0,0,0,0,0,0,0,0,0,,0
Egypt,1975,0,0,0,0,0,0,0,0,0,,0
Egypt,1976,0,0,0,0,0,0,0,0,0,,0
Egypt,1977,0,0,0,0,0,0,0,0,0,,0
Egypt,1978,0,0,0,0,0,0,0,0,0,,0
Egypt,1979,0,0,0,0,0,0,0,0,0,,0
Egypt,1980,0,0,0,0,0,0,0,0,0,,0
Egypt,1981,0,0,0,0,0,0,0,0,0,,0
Egypt,1982,0,0,0,0,0,0,0,0,0,,0
Egypt,1983,0,0,0,0,0,0,0,0,0,,0
Egypt,1984,0,0,0,0,0,0,0,0,0,,0
Egypt,1985,0,0,0,0,0,0,0,0,0,,0
Egypt,1986,0,0,0,0,0,0,0,0,0,,0
Egypt,1987,0,0,0,0,0,0,0,0,0,,0
Egypt,1988,0,0,0,0,0,0,0,0,0,,0
Egypt,1989,0,0,0,0,0,0,0,0,0,,0
Egypt,1990,0,0,0,0,0,0,0,0,0,,0
Egypt,1991,0,0,0,0,0,0,0,0,0,,0
Egypt,1992,0,0,0,0,0,0,0,0,0,,0
Egypt,1993,0,0,0,0,0,0,0,0,0,,0
Egypt,1994,0,0,0,0,0,0,0,0,0,,0
Egypt,1995,0,0,0,0,0,0,0,0,0,,0
